,nrOfConversations,longestConversation,longestConversationInDays,averageConversationLength,averageConversationLengthInDays,medianConversationLength,medianConversationLengthInDays,nrOfOneMessageConversations,percentOfOneMessageConversations,nrOfGhostingsAfterInitialMessage,ageFilterMin,ageFilterMax,appOpens,matches,messagesReceived,messagesSent,swipeLikes,swipePasses,birthYear,createYear,F,M,bisexual,gay,straight,swipeRatio,successRate,accountAge,averagenrofConversations_annual,averagenrofOneMessageConversations_annual,averageMatches_annual,totalSwipes,averageSwipes_annual,averageappOpens_annual,messagesRatio,averagenrOfGhostingsAfterInitialMessage_annual,ghostingPercentage,ageFilterRange,swipesPerappOpen
128,261,104,681.5315277777778,6.980842911877395,23.9411535050376,4,0.12502314814814816,58,22.22222222222222,6,18,43,4198,291,878,1764,6967,44374,1992,2017,0,1,0,0,1,0.15700635507279037,0.041768336443232384,5,52.2,11.6,58.2,51341,10268.2,839.6,0.4977324263038549,1.2,0.022988505747126436,25,12.22987136731777
130,563,476,924.0361226851852,10.714031971580818,10.387208756825212,2,0.0024421296296296296,225,39.96447602131439,25,18,1000,18563,3390,4451,4919,70945,72014,1995,2014,0,1,0,0,1,0.9851556641764101,0.04778349425611389,8,70.375,28.125,423.75,142959,17869.875,2320.375,0.9048587111201464,3.125,0.04440497335701599,982,7.701287507407208
131,61,207,21.756550925925925,13.21311475409836,1.9093535595021252,2,0.0018402777777777777,18,29.508196721311474,0,18,31,1764,101,600,699,6427,6260,1996,2017,0,1,0,0,1,1.0266773162939298,0.01571495254395519,5,12.2,3.6,20.2,12687,2537.4,352.8,0.8583690987124464,0.0,0.0,13,7.192176870748299
132,160,250,33.45461805555556,11.35625,1.6235601128472221,3,0.05810185185185185,38,23.75,18,24,50,4395,740,1622,1636,13685,28356,1995,2017,0,1,0,0,1,0.4826139088729017,0.05407380343441724,5,32.0,7.6,148.0,42041,8408.2,879.0,0.991442542787286,3.6,0.1125,26,9.565642775881683
133,7,3,6.051145833333333,1.5714285714285714,1.3256580687830688,1,0.0,3,42.857142857142854,1,21,30,256,15,11,11,1250,5192,1990,2019,0,1,0,0,1,0.24075500770416025,0.012,3,2.3333333333333335,1.0,5.0,6442,2147.3333333333335,85.33333333333333,1.0,0.3333333333333333,0.14285714285714285,9,25.1640625
135,3,14,1.6091666666666666,6.0,0.764363425925926,3,0.6839236111111111,1,33.33333333333333,0,18,25,149,2,18,15,217,937,2001,2020,0,1,0,0,1,0.23159018143009605,0.009216589861751152,2,1.5,0.5,1.0,1154,577.0,74.5,1.2,0.0,0.0,7,7.74496644295302
136,112,31,160.97069444444443,3.0357142857142856,4.262730241402116,1,0.0,47,41.964285714285715,13,22,49,3785,105,185,202,8342,13996,1993,2020,0,1,0,0,1,0.596027436410403,0.012586909614001439,2,56.0,23.5,52.5,22338,11169.0,1892.5,0.9158415841584159,6.5,0.11607142857142858,27,5.901717305151916
140,129,238,133.5677662037037,9.674418604651162,2.314670183749641,1,0.0,60,46.51162790697674,9,18,30,1824,316,667,924,10163,13623,1991,2020,0,1,0,0,1,0.7460177640754606,0.031093181147299025,2,64.5,30.0,158.0,23786,11893.0,912.0,0.7218614718614719,4.5,0.06976744186046512,12,13.040570175438596
141,971,214,479.8460416666667,5.612770339855818,2.2292294002936996,3,0.020555555555555556,226,23.274974253347064,102,24,51,9285,2045,7502,5284,4577,49951,1999,2019,1,0,0,0,1,0.09162979720125723,0.44679921345859736,3,323.6666666666667,75.33333333333333,681.6666666666666,54528,18176.0,3095.0,1.4197577592732777,34.0,0.10504634397528322,27,5.872697899838449
143,3,15,9.505578703703703,7.666666666666667,4.351917438271605,6,2.31130787037037,0,0.0,0,19,26,1900,5,6,6,225,14771,1997,2019,0,1,0,0,1,0.015232550267415882,0.022222222222222223,3,1.0,0.0,1.6666666666666667,14996,4998.666666666667,633.3333333333334,1.0,0.0,0.0,7,7.892631578947368
144,20,132,8.845,12.5,1.2382262731481481,5,0.12542824074074074,4,20.0,1,20,34,1096,80,292,250,2034,1456,1986,2019,0,1,0,0,1,1.396978021978022,0.03933136676499508,3,6.666666666666667,1.3333333333333333,26.666666666666668,3490,1163.3333333333333,365.3333333333333,1.168,0.3333333333333333,0.05,14,3.184306569343066
145,8,7,0.07431712962962964,2.25,0.010376157407407409,1,0.0,6,75.0,0,18,25,65,1,2,6,358,281,2000,2021,0,1,0,0,1,1.2740213523131672,0.002793296089385475,1,8.0,6.0,1.0,639,639.0,65.0,0.3333333333333333,0.0,0.0,7,9.830769230769231
146,362,224,107.78543981481481,9.533149171270718,2.1533442999283787,3,0.0715162037037037,122,33.70165745856354,2,18,40,5537,248,2249,2092,11942,34364,1986,2020,0,1,1,0,0,0.34751484111279246,0.02076704069670072,2,181.0,61.0,124.0,46306,23153.0,2768.5,1.0750478011472275,1.0,0.0055248618784530384,22,8.363012461621818
147,578,118,520.5108449074074,9.681660899653979,18.76813357042161,4,0.7563425925925926,126,21.79930795847751,11,25,33,14207,822,3816,5498,34158,114722,1979,2015,0,1,0,0,1,0.29774585519778246,0.02406464078693132,7,82.57142857142857,18.0,117.42857142857143,148880,21268.571428571428,2029.5714285714287,0.6940705711167697,1.5714285714285714,0.01903114186851211,8,10.479341169845851
148,85,173,262.35048611111114,9.505882352941176,8.224351715686277,3,0.559224537037037,18,21.176470588235293,16,21,26,3463,99,928,721,149,11483,1999,2020,1,0,0,0,1,0.012975703213445964,0.6644295302013423,2,42.5,9.0,49.5,11632,5816.0,1731.5,1.287101248266297,8.0,0.18823529411764706,5,3.358937337568582
153,144,200,33.41525462962963,8.04861111111111,1.4534289801954732,2,0.04856481481481482,65,45.13888888888889,0,25,34,12729,438,1021,986,41299,26489,1993,2017,0,1,0,0,1,1.559100003775152,0.010605583670306788,5,28.8,13.0,87.6,67788,13557.6,2545.8,1.0354969574036512,0.0,0.0,9,5.325477256658025
154,228,75,632.0045601851851,3.7719298245614037,6.311281676413255,2,8.101851851851852e-05,91,39.91228070175439,21,18,36,2396,212,166,186,9150,38969,1998,2017,0,1,0,0,1,0.23480202212014678,0.023169398907103827,5,45.6,18.2,42.4,48119,9623.8,479.2,0.8924731182795699,4.2,0.09210526315789473,18,20.0830550918197
155,177,53,507.04445601851853,4.937853107344632,5.69090264699728,2,0.020578703703703703,51,28.8135593220339,32,24,54,7026,1025,1760,874,14736,53297,1988,2015,0,1,0,0,1,0.2764883576936788,0.06955754614549403,7,25.285714285714285,7.285714285714286,146.42857142857142,68033,9719.0,1003.7142857142857,2.013729977116705,4.571428571428571,0.1807909604519774,30,9.683034443495588
156,176,93,327.60130787037036,6.3522727272727275,12.228651554608586,2,0.13246527777777778,59,33.52272727272727,10,18,40,7069,231,461,525,15722,79478,2000,2019,0,1,0,0,1,0.19781574775409547,0.014692787177203919,3,58.666666666666664,19.666666666666668,77.0,95200,31733.333333333332,2356.3333333333335,0.878095238095238,3.3333333333333335,0.056818181818181816,22,13.467251379261565
157,355,15,171.92663194444444,2.3183098591549296,4.404208854981741,1,0.0,200,56.33802816901409,12,18,50,1093,139,184,239,7755,450,2000,2020,0,1,0,0,1,17.233333333333334,0.017923920051579625,2,177.5,100.0,69.5,8205,4102.5,546.5,0.7698744769874477,6.0,0.03380281690140845,32,7.506861848124428
160,37,203,20.60462962962963,20.594594594594593,2.363464089089089,7,0.5869328703703703,7,18.91891891891892,2,21,30,6472,181,1100,1175,393,21176,1996,2017,1,0,1,0,0,0.018558745749905552,0.46055979643765904,5,7.4,1.4,36.2,21569,4313.8,1294.4,0.9361702127659575,0.4,0.05405405405405406,9,3.332663782447466
162,51,10,11.644710648148148,2.411764705882353,1.057147785039942,2,0.0008680555555555555,24,47.05882352941176,0,19,24,2502,57,130,134,1274,89701,1996,2020,0,1,0,0,1,0.014202740214713325,0.044740973312401885,2,25.5,12.0,28.5,90975,45487.5,1251.0,0.9701492537313433,0.0,0.0,5,36.360911270983216
163,65,125,468.05254629629627,10.323076923076924,13.717330662393163,2,0.0011805555555555556,23,35.38461538461539,3,21,1000,1717,114,276,553,14627,14587,1990,2017,0,1,0,0,1,1.002742167683554,0.007793805975251248,5,13.0,4.6,22.8,29214,5842.8,343.4,0.49909584086799275,0.6,0.046153846153846156,979,17.01456027955737
164,637,76,450.9365162037037,6.135007849293563,3.0368086807372516,3,0.0016550925925925926,91,14.285714285714285,42,21,32,5216,803,2071,2698,9274,26545,1990,2020,0,1,0,0,1,0.3493689960444528,0.08658615484149235,2,318.5,45.5,401.5,35819,17909.5,2608.0,0.7676056338028169,21.0,0.06593406593406594,11,6.867139570552148
166,8,8,0.35238425925925926,2.75,0.07429832175925927,2,0.061550925925925926,4,50.0,0,18,1000,303,66,20,22,3484,618,1997,2019,0,1,0,0,1,5.6375404530744335,0.01894374282433984,3,2.6666666666666665,1.3333333333333333,22.0,4102,1367.3333333333333,101.0,0.9090909090909091,0.0,0.0,982,13.537953795379538
168,81,105,47.93711805555556,5.851851851851852,1.7856888717421118,1,0.0,46,56.79012345679012,0,23,35,1190,108,416,450,16214,4852,1996,2015,0,1,0,0,1,3.341714756801319,0.006660910324411003,7,11.571428571428571,6.571428571428571,15.428571428571429,21066,3009.4285714285716,170.0,0.9244444444444444,0.0,0.0,12,17.702521008403362
169,75,62,6.4680787037037035,3.6133333333333333,0.5673152777777777,1,0.0,38,50.66666666666667,6,24,31,7837,121,248,264,10815,138578,1991,2016,0,1,0,0,1,0.07804269075899493,0.011188164586222838,6,12.5,6.333333333333333,20.166666666666668,149393,24898.833333333332,1306.1666666666667,0.9393939393939394,1.0,0.08,7,19.06252392497129
170,252,62,110.80944444444444,3.515873015873016,1.212998052616108,1,0.0,80,31.746031746031743,62,18,37,5799,957,461,409,14819,84407,1997,2019,0,1,0,0,1,0.17556600755861482,0.06457925636007827,3,84.0,26.666666666666668,319.0,99226,33075.333333333336,1933.0,1.1271393643031784,20.666666666666668,0.24603174603174602,19,17.11088118641145
171,19,17,9.614953703703703,4.157894736842105,1.209826388888889,2,0.028275462962962964,6,31.57894736842105,0,18,1000,1500,24,36,77,8136,10854,1999,2019,0,1,0,0,1,0.7495854063018242,0.0029498525073746312,3,6.333333333333333,2.0,8.0,18990,6330.0,500.0,0.4675324675324675,0.0,0.0,982,12.66
172,44,39,3.7127546296296297,2.3636363636363638,0.12220880681818182,1,0.0,22,50.0,9,21,25,1637,128,68,81,18207,6002,1995,2014,0,1,0,0,1,3.0334888370543154,0.007030263085626407,8,5.5,2.75,16.0,24209,3026.125,204.625,0.8395061728395061,1.125,0.20454545454545456,4,14.78863775198534
174,112,107,65.99421296296296,6.776785714285714,3.880824859457672,2,0.20019675925925925,46,41.07142857142857,0,26,36,10207,174,804,678,7335,9849,1987,2019,0,1,0,0,1,0.744745659457813,0.023721881390593048,3,37.333333333333336,15.333333333333334,58.0,17184,5728.0,3402.3333333333335,1.1858407079646018,0.0,0.0,10,1.683550504555697
175,698,807,253.00184027777777,8.843839541547277,2.247528769367504,2,0.00525462962962963,137,19.62750716332378,157,18,22,4263,481,4121,3750,777,70722,2002,2020,1,0,0,0,1,0.010986680240943411,0.6190476190476191,2,349.0,68.5,240.5,71499,35749.5,2131.5,1.0989333333333333,78.5,0.22492836676217765,4,16.77199155524279
176,347,968,307.767025462963,13.0,4.9045820992101605,2,0.00020833333333333335,87,25.072046109510087,70,18,37,16042,1776,3810,3767,32096,2404,1998,2020,0,1,0,0,1,13.35108153078203,0.05533399800598205,2,173.5,43.5,888.0,34500,17250.0,8021.0,1.0114149190337138,35.0,0.2017291066282421,19,2.150604662760254
181,170,142,506.59747685185187,3.847058823529412,4.388153050108933,1,0.0,23,13.529411764705882,84,18,1000,1384,428,297,331,10516,363,2000,2019,0,1,0,0,1,28.96969696969697,0.04069988588817041,3,56.666666666666664,7.666666666666667,142.66666666666666,10879,3626.3333333333335,461.3333333333333,0.8972809667673716,28.0,0.49411764705882355,982,7.860549132947977
183,143,17,784.3069791666667,2.8461538461538463,30.941458576146072,2,9.259259259259259e-05,65,45.45454545454545,4,18,46,13853,115,168,334,49695,67955,1985,2015,0,1,0,0,1,0.7312927672724597,0.0023141161082603882,7,20.428571428571427,9.285714285714286,16.428571428571427,117650,16807.14285714286,1979.0,0.5029940119760479,0.5714285714285714,0.027972027972027972,28,8.492745253735652
184,137,61,10.04599537037037,4.211678832116788,0.32340438294133556,1,0.0,62,45.25547445255474,13,18,23,421,38,326,270,2853,5096,2002,2020,0,1,0,0,1,0.559850863422292,0.01331931300385559,2,68.5,31.0,19.0,7949,3974.5,210.5,1.2074074074074075,6.5,0.0948905109489051,5,18.8812351543943
185,196,56,140.16236111111112,3.673469387755102,3.581077806122449,2,3.472222222222222e-05,80,40.816326530612244,18,25,32,2772,566,501,581,17915,19202,1990,2014,0,1,0,0,1,0.9329757316946151,0.031593636617359755,8,24.5,10.0,70.75,37117,4639.625,346.5,0.8623063683304647,2.25,0.09183673469387756,7,13.38997113997114
186,109,173,248.09979166666668,24.71559633027523,4.2505738192320734,10,0.047546296296296295,4,3.669724770642202,3,18,26,4902,160,1779,2531,3575,12452,1999,2018,0,1,0,0,1,0.2871024734982332,0.044755244755244755,4,27.25,1.0,40.0,16027,4006.75,1225.5,0.7028842354800474,0.75,0.027522935779816515,8,3.269481844145247
190,3,52,1.9490046296296297,18.666666666666668,0.6529398148148148,2,0.008854166666666666,0,0.0,0,23,39,358,2,84,54,2374,4206,1990,2019,0,1,0,0,1,0.5644317641464575,0.0008424599831508003,3,1.0,0.0,0.6666666666666666,6580,2193.3333333333335,119.33333333333333,1.5555555555555556,0.0,0.0,16,18.379888268156424
193,3437,139,963.1764236111111,6.2086121617689844,3.0129083860009325,3,0.020671296296296295,904,26.30200756473669,102,18,35,34883,5393,19447,21258,89628,17792,1988,2016,0,1,0,0,1,5.037544964028777,0.06017092872762976,6,572.8333333333334,150.66666666666666,898.8333333333334,107420,17903.333333333332,5813.833333333333,0.9148085426662903,17.0,0.029677043933663078,17,3.0794369750308173
194,482,125,135.20635416666667,5.987551867219917,1.964001940218226,3,0.028217592592592593,156,32.365145228215766,8,18,29,8394,524,2407,2805,2207,24655,2000,2019,0,1,0,1,0,0.0895153112958832,0.2374263706388763,3,160.66666666666666,52.0,174.66666666666666,26862,8954.0,2798.0,0.8581105169340464,2.6666666666666665,0.016597510373443983,11,3.200142959256612
195,237,174,636.8809143518519,5.210970464135021,11.345055086732298,1,0.0,105,44.303797468354425,17,18,25,3006,306,752,1074,33391,7014,1996,2014,0,1,0,0,1,4.760621613915027,0.009164146027372646,8,29.625,13.125,38.25,40405,5050.625,375.75,0.7001862197392924,2.125,0.07172995780590717,7,13.441450432468397
197,37,23,42.03353009259259,2.918918918918919,1.619120995995996,1,0.0,18,48.64864864864865,1,20,28,1818,77,75,127,12821,47366,1997,2020,0,1,0,0,1,0.27067939027994764,0.006005771780672334,2,18.5,9.0,38.5,60187,30093.5,909.0,0.5905511811023622,0.5,0.02702702702702703,8,33.10616061606161
199,121,226,591.6884490740741,13.900826446280991,7.612425390266301,3,0.05087962962962963,29,23.96694214876033,5,19,26,45085,1258,1954,1694,35008,232995,1992,2017,0,1,0,0,1,0.1502521513337196,0.03593464351005485,5,24.2,5.8,251.6,268003,53600.6,9017.0,1.1534828807556081,1.0,0.04132231404958678,7,5.944393922590662
200,66,96,244.9051736111111,10.151515151515152,8.5620796506734,2,0.0010069444444444444,11,16.666666666666664,19,18,44,1905,224,452,542,3237,17739,1998,2019,0,1,0,1,0,0.18247928293590393,0.06919987642879209,3,22.0,3.6666666666666665,74.66666666666667,20976,6992.0,635.0,0.8339483394833949,6.333333333333333,0.2878787878787879,26,11.011023622047244
201,42,65,6.186458333333333,7.9523809523809526,0.9952945877425046,4,0.2338773148148148,16,38.095238095238095,0,18,48,349,11,27,32,109,5215,1989,2019,0,1,1,0,0,0.02090124640460211,0.10091743119266056,3,14.0,5.333333333333333,3.6666666666666665,5324,1774.6666666666667,116.33333333333333,0.84375,0.0,0.0,30,15.255014326647565
204,161,48,26.875868055555557,5.565217391304348,1.3673238727858283,2,2.3148148148148147e-05,47,29.19254658385093,27,20,24,1499,212,467,558,901,48306,2000,2020,0,1,0,1,0,0.01865192729681613,0.23529411764705882,2,80.5,23.5,106.0,49207,24603.5,749.5,0.8369175627240143,13.5,0.16770186335403728,4,32.82655103402268
205,570,307,46.93106481481482,9.884210526315789,1.0461003898635477,3,0.03318287037037037,221,38.771929824561404,2,18,23,15651,408,3661,4401,10186,34112,1999,2020,0,1,0,0,1,0.2986045966228893,0.040054977419988216,2,285.0,110.5,204.0,44298,22149.0,7825.5,0.8318563962735742,1.0,0.0035087719298245615,5,2.8303622771707877
208,1736,116,783.3942245370371,3.063364055299539,12.47984949036738,1,0.0,654,37.672811059907836,266,18,32,18449,1718,3021,3962,41559,27156,1967,2018,0,1,0,0,1,1.5303800265134777,0.04133881950961284,4,434.0,163.5,429.5,68715,17178.75,4612.25,0.7624936900555275,66.5,0.1532258064516129,14,3.724592118814028
210,358,185,136.55726851851853,13.910614525139664,1.884293787502587,3,0.016516203703703703,60,16.75977653631285,32,21,26,5977,740,4190,4978,14570,23113,1989,2018,0,1,0,0,1,0.6303811707696967,0.05078929306794784,4,89.5,15.0,185.0,37683,9420.75,1494.25,0.8417034953796706,8.0,0.0893854748603352,5,6.304667893592103
211,95,121,141.67467592592592,10.16842105263158,4.47317580409357,3,0.011539351851851851,30,31.57894736842105,3,19,30,3824,234,881,943,4751,6241,1996,2019,0,1,0,0,1,0.7612562089408749,0.0492527888865502,3,31.666666666666668,10.0,78.0,10992,3664.0,1274.6666666666667,0.9342523860021209,1.0,0.031578947368421054,11,2.8744769874476988
212,500,174,226.28829861111112,6.486,4.272432893518521,3,0.012766203703703703,124,24.8,36,18,1000,4834,2286,3048,3102,27753,28045,2001,2019,0,1,0,0,1,0.9895881618826885,0.08236947357042482,3,166.66666666666666,41.333333333333336,762.0,55798,18599.333333333332,1611.3333333333333,0.9825918762088974,12.0,0.072,982,11.542821679768307
213,4,10,10.981377314814814,5.0,3.5410850694444442,5,2.894375,1,25.0,0,23,33,434,6,16,26,3078,9724,1990,2016,0,1,0,0,1,0.31653640477169886,0.001949317738791423,6,0.6666666666666666,0.16666666666666666,1.0,12802,2133.6666666666665,72.33333333333333,0.6153846153846154,0.0,0.0,10,29.497695852534562
214,28,17,7.60400462962963,5.142857142857143,0.8662830687830686,4,0.014398148148148148,5,17.857142857142858,7,21,32,161,22,27,41,46,1548,1989,2020,0,1,0,0,1,0.029715762273901807,0.4782608695652174,2,14.0,2.5,11.0,1594,797.0,80.5,0.6585365853658537,3.5,0.25,11,9.900621118012422
215,49,47,4.991828703703704,4.142857142857143,0.4102173091458806,1,0.0,26,53.06122448979592,1,20,24,2495,61,195,202,1793,38178,1997,2020,0,1,0,0,1,0.04696422023154696,0.03402119353039598,2,24.5,13.0,30.5,39971,19985.5,1247.5,0.9653465346534653,0.5,0.02040816326530612,4,16.020440881763527
219,378,257,810.5929282407408,5.8994708994708995,2.7287434168626294,1,0.0,83,21.957671957671955,159,18,30,9465,2243,2416,2086,39002,42417,1996,2015,0,1,0,0,1,0.9194898271919277,0.05750987128865186,7,54.0,11.857142857142858,320.42857142857144,81419,11631.285714285714,1352.142857142857,1.1581975071907957,22.714285714285715,0.42063492063492064,12,8.602113048071844
220,415,145,204.88896990740741,5.472289156626506,2.282642932842481,1,0.0,139,33.49397590361446,101,19,35,7154,1476,2431,2162,4164,23062,1998,2018,0,1,0,1,0,0.18055676003815802,0.35446685878962536,4,103.75,34.75,369.0,27226,6806.5,1788.5,1.1244218316373729,25.25,0.2433734939759036,16,3.805703103159072
221,664,282,565.5782870370371,7.210843373493976,5.041710139167782,2,0.0007291666666666667,309,46.536144578313255,8,24,35,13668,1702,4283,4406,46038,27399,1988,2015,0,1,0,0,1,1.6802803022008101,0.036969460011295016,7,94.85714285714286,44.142857142857146,243.14285714285714,73437,10491.0,1952.5714285714287,0.9720835224693599,1.1428571428571428,0.012048192771084338,11,5.372914837576822
222,295,157,221.46334490740742,14.92542372881356,8.867884887005648,4,0.3203587962962963,73,24.74576271186441,1,18,25,6284,314,3019,4403,22172,78556,1997,2019,0,1,0,0,1,0.2822445134680992,0.01416200613386253,3,98.33333333333333,24.333333333333332,104.66666666666667,100728,33576.0,2094.6666666666665,0.6856688621394503,0.3333333333333333,0.003389830508474576,7,16.029280712921707
223,1642,119,281.2131597222222,4.4518879415347135,1.0932728901633062,2,0.0,783,47.6857490864799,38,18,25,2103,890,3258,4046,3145,1803,2001,2020,0,1,0,0,1,1.7443150305047144,0.28298887122416533,2,821.0,391.5,445.0,4948,2474.0,1051.5,0.805239742956006,19.0,0.023142509135200974,7,2.35282929148835
225,23,73,7.714074074074074,6.086956521739131,0.7110336151368761,2,6.944444444444444e-05,8,34.78260869565217,3,18,25,1119,11,36,45,7912,6833,1998,2021,0,1,0,0,1,1.1579101419581443,0.001390293225480283,1,23.0,8.0,11.0,14745,14745.0,1119.0,0.8,3.0,0.13043478260869565,7,13.176943699731904
226,669,206,339.78239583333334,5.980568011958146,3.8427947669268625,1,0.0,161,24.06576980568012,209,27,36,6272,1252,2852,2278,3014,132627,1989,2019,1,0,0,0,1,0.02272538774156092,0.41539482415394824,3,223.0,53.666666666666664,417.3333333333333,135641,45213.666666666664,2090.6666666666665,1.2519754170324846,69.66666666666667,0.312406576980568,9,21.626434948979593
228,254,15,89.4924537037037,2.440944881889764,1.5105284430592005,1,0.0,61,24.015748031496063,74,20,27,5751,626,849,508,21995,9991,1996,2020,0,1,0,0,1,2.20148133319988,0.028461013866787906,2,127.0,30.5,313.0,31986,15993.0,2875.5,1.671259842519685,37.0,0.29133858267716534,7,5.561815336463224
230,443,195,34.05920138888889,8.56433408577878,0.9417895660897913,2,8.101851851851852e-05,182,41.08352144469526,31,19,23,7978,766,2531,3398,17407,57371,2000,2020,0,1,1,0,0,0.30341113105924594,0.044005285230079856,2,221.5,91.0,383.0,74778,37389.0,3989.0,0.7448499117127723,15.5,0.06997742663656885,4,9.373025821007772
232,396,712,151.28098379629628,14.757575757575758,2.3607956299102124,2,0.03408564814814815,165,41.66666666666667,1,20,29,6459,369,4454,4510,30588,16773,1997,2020,0,1,0,0,1,1.8236451439813988,0.012063554335033347,2,198.0,82.5,184.5,47361,23680.5,3229.5,0.9875831485587583,0.5,0.0025252525252525255,9,7.332559219693451
